station_id,triplet,name,state,lat,lon,elevation_m
778,778:CA:SNTL,Spratt Creek,CA,38.66627,-119.81741,1847.1
1258,1258:CA:SNTL,State Line,CA,41.98609,-120.71574,1734.3
1052,1052:CA:SNTL,Summit Meadow,CA,38.39747,-119.53522,2852.9
809,809:CA:SNTL,Tahoe City Cross,CA,39.17162,-120.15362,2060.4
834,834:CA:SNTL,Truckee #2,CA,39.30087,-120.18407,1981.2
846,846:CA:SNTL,Virginia Lakes Ridge,CA,38.07298,-119.23433,2865.1
848,848:CA:SNTL,Ward Creek #3,CA,39.13545,-120.21865,2057.4
1317,1317:CA:SNTL,Willow Flat CA,CA,38.27203,-119.45124,2505.5
1344,1344:CO:SNTL,Alta Lakes,CO,37.88929,-107.84484,3441.2
303,303:CO:SNTL,Apishapa,CO,37.33067,-105.06766,3048.0
1030,1030:CO:SNTL,Arapaho Ridge,CO,40.35098,-106.38141,3340.6
322,322:CO:SNTL,Bear Lake,CO,40.31176,-105.6467,2892.6
1061,1061:CO:SNTL,Bear River,CO,40.06152,-107.00948,2773.7
327,327:CO:SNTL,Beartown,CO,37.71433,-107.5124,3529.6
1041,1041:CO:SNTL,Beaver Ck Village,CO,39.59871,-106.51113,2599.9
335,335:CO:SNTL,Berthoud Summit,CO,39.80364,-105.77786,3444.2
345,345:CO:SNTL,Bison Lake,CO,39.76458,-107.35628,3337.6
1185,1185:CO:SNTL,Black Mesa,CO,37.78968,-108.18376,3529.6
1161,1161:CO:SNTL,Black Mountain,CO,40.8879,-105.66404,2724.9
369,369:CO:SNTL,Brumley,CO,39.08758,-106.54231,3221.7
938,938:CO:SNTL,Buckskin Joe,CO,39.30378,-106.11316,3401.6
913,913:CO:SNTL,Buffalo Park,CO,40.22838,-106.5962,2816.4
378,378:CO:SNTL,Burro Mountain,CO,39.87504,-107.59902,2831.6
380,380:CO:SNTL,Butte,CO,38.89435,-106.95327,3105.9
387,387:CO:SNTL,Cascade #2,CO,37.65751,-107.80287,2740.2
1326,1326:CO:SNTL,Castle Peak,CO,39.00074,-106.83912,3508.2
1101,1101:CO:SNTL,Chapman Tunnel,CO,39.2621,-106.62944,3075.4
1059,1059:CO:SNTL,Cochetopa Pass,CO,38.16273,-106.5988,3054.1
408,408:CO:SNTL,Columbine,CO,40.39591,-106.60437,2795.0
409,409:CO:SNTL,Columbine Pass,CO,38.41819,-108.38313,2792.0
904,904:CO:SNTL,Columbus Basin,CO,37.44146,-108.02468,3285.7
412,412:CO:SNTL,Copeland Lake,CO,40.20733,-105.5695,2612.1
415,415:CO:SNTL,Copper Mountain,CO,39.48917,-106.17154,3200.4
426,426:CO:SNTL,Crosho,CO,40.16749,-107.05769,2731.0
430,430:CO:SNTL,Culebra #2,CO,37.20939,-105.19988,3218.7
431,431:CO:SNTL,Cumbres Trestle,CO,37.01877,-106.45275,3057.1
438,438:CO:SNTL,Deadman Hill,CO,40.80572,-105.77018,3121.2
457,457:CO:SNTL,Dry Lake,CO,40.5337,-106.7814,2511.6
936,936:CO:SNTL,Echo Lake,CO,39.65539,-105.59358,3249.2
465,465:CO:SNTL,El Diente Peak,CO,37.78607,-108.02235,3112.0
467,467:CO:SNTL,Elk River,CO,40.84758,-106.96861,2654.8
1252,1252:CO:SNTL,Elkhead Divide,CO,40.79637,-107.10113,2676.1
1120,1120:CO:SNTL,Elliot Ridge,CO,39.8638,-106.42473,3215.6
1325,1325:CO:SNTL,Elwood Pass,CO,37.40563,-106.64136,3560.1
1186,1186:CO:SNTL,Fool Creek,CO,39.86866,-105.86765,3392.4
485,485:CO:SNTL,Fremont Pass,CO,39.38014,-106.19784,3447.3
1057,1057:CO:SNTL,Glen Cove,CO,38.87602,-105.07605,3477.8
1058,1058:CO:SNTL,Grayback,CO,37.47051,-106.5379,3541.8
505,505:CO:SNTL,Grizzly Peak,CO,39.64646,-105.8694,3386.3
1102,1102:CO:SNTL,Hayden Pass,CO,38.29303,-105.85027,3261.4
1187,1187:CO:SNTL,High Lonesome,CO,40.0359,-105.75472,3240.0
531,531:CO:SNTL,Hoosier Pass,CO,39.36092,-106.05999,3535.7
1122,1122:CO:SNTL,Hourglass Lake,CO,40.57717,-105.62584,2859.0
538,538:CO:SNTL,Idarado,CO,37.93389,-107.6762,2980.9
542,542:CO:SNTL,Independence Pass,CO,39.07543,-106.61154,3221.7
547,547:CO:SNTL,Ivanhoe,CO,39.29228,-106.54907,3212.6
935,935:CO:SNTL,Jackwhacker Gulch,CO,39.57096,-105.80355,3361.9
551,551:CO:SNTL,Joe Wright,CO,40.53285,-105.88747,3090.7
970,970:CO:SNTL,Jones Pass,CO,39.7645,-105.90655,3179.1
556,556:CO:SNTL,Kiln,CO,39.3172,-106.61501,2929.1
564,564:CO:SNTL,Lake Eldora,CO,39.93659,-105.59031,2956.6
565,565:CO:SNTL,Lake Irene,CO,40.41446,-105.81941,3255.3
580,580:CO:SNTL,Lily Pond,CO,37.38028,-106.54823,3374.1
586,586:CO:SNTL,Lizard Head Pass,CO,37.79895,-107.92475,3105.9
589,589:CO:SNTL,Lone Cone,CO,37.89169,-108.19636,2965.7
1123,1123:CO:SNTL,Long Draw Resv,CO,40.51154,-105.7654,3041.9
940,940:CO:SNTL,Lost Dog,CO,40.81557,-106.74833,2849.9
602,602:CO:SNTL,Loveland Basin,CO,39.67428,-105.90264,3477.8
607,607:CO:SNTL,Lynx Pass,CO,40.07832,-106.67095,2715.8
905,905:CO:SNTL,Mancos,CO,37.43109,-108.17005,3054.1
618,618:CO:SNTL,Mc Clure Pass,CO,39.12899,-107.28834,2670.0
1040,1040:CO:SNTL,Mccoy Park,CO,39.60231,-106.544,2895.6
914,914:CO:SNTL,Medano Pass,CO,37.85192,-105.43666,2941.3
622,622:CO:SNTL,Mesa Lakes,CO,39.05738,-108.05756,3096.8
937,937:CO:SNTL,Michigan Creek,CO,39.43579,-105.91072,3261.4
624,624:CO:SNTL,Middle Creek,CO,37.61779,-107.03932,3432.0
1014,1014:CO:SNTL,Middle Fork Camp,CO,39.79565,-106.02802,2731.0
629,629:CO:SNTL,Mineral Creek,CO,37.84737,-107.72657,3057.1
632,632:CO:SNTL,Molas Lake,CO,37.74929,-107.68933,3233.9
1124,1124:CO:SNTL,Moon Pass,CO,37.96627,-106.55857,3386.3
658,658:CO:SNTL,Nast Lake,CO,39.29695,-106.60786,2654.8
1031,1031:CO:SNTL,Never Summer,CO,40.40392,-105.95567,3139.4
663,663:CO:SNTL,Niwot,CO,40.03581,-105.5452,3029.7
669,669:CO:SNTL,North Lost Trail,CO,39.07818,-107.14388,2801.1
675,675:CO:SNTL,Overland Res.,CO,39.09035,-107.63583,3014.5
680,680:CO:SNTL,Park Cone,CO,38.81982,-106.58962,2926.1
682,682:CO:SNTL,Park Reservoir,CO,39.04433,-107.87951,3045.0
688,688:CO:SNTL,Phantom Valley,CO,40.39803,-105.84606,2752.3
701,701:CO:SNTL,Porphyry Creek,CO,38.48864,-106.33967,3288.8
709,709:CO:SNTL,Rabbit Ears,CO,40.36735,-106.74118,2862.1
1324,1324:CO:SNTL,Rat Creek,CO,37.93571,-106.98192,3560.1
1032,1032:CO:SNTL,Rawah,CO,40.70794,-106.00727,2773.7
713,713:CO:SNTL,Red Mountain Pass,CO,37.89168,-107.71389,3371.1
717,717:CO:SNTL,Ripple Creek,CO,40.10844,-107.29383,3151.6
718,718:CO:SNTL,Roach,CO,40.87498,-106.04675,2959.6
939,939:CO:SNTL,Rough And Tumble,CO,39.02611,-106.08063,3176.0
1100,1100:CO:SNTL,Saint Elmo,CO,38.69985,-106.36805,3176.0
1128,1128:CO:SNTL,Sargents Mesa,CO,38.2856,-106.37085,3502.2
1251,1251:CO:SNTL,Sawtooth,CO,40.13632,-105.58486,2938.3
737,737:CO:SNTL,Schofield Pass,CO,39.01467,-107.04933,3243.1
739,739:CO:SNTL,Scotch Creek,CO,37.64562,-108.00833,2792.0
1060,1060:CO:SNTL,Sharkstooth,CO,37.50356,-108.11405,3270.5
762,762:CO:SNTL,Slumgullion,CO,37.99076,-107.20392,3523.5
773,773:CO:SNTL,South Colony,CO,37.96647,-105.53671,3288.8
780,780:CO:SNTL,Spud Mountain,CO,37.69883,-107.77841,3249.2
793,793:CO:SNTL,Stillwater Creek,CO,40.22532,-105.9198,2670.0
797,797:CO:SNTL,Stump Lakes,CO,37.47647,-107.63348,3422.9
802,802:CO:SNTL,Summit Ranch,CO,39.71803,-106.1577,2849.9
825,825:CO:SNTL,Tower,CO,40.5374,-106.67655,3233.9
827,827:CO:SNTL,Trapper Lake,CO,39.99881,-107.23618,2971.8
829,829:CO:SNTL,Trinchera,CO,37.35296,-105.23259,3310.1
838,838:CO:SNTL,University Camp,CO,40.03307,-105.57562,3148.6
839,839:CO:SNTL,Upper Rio Grande,CO,37.72172,-107.25971,2856.0
840,840:CO:SNTL,Upper San Juan,CO,37.48563,-106.83528,3090.7
1141,1141:CO:SNTL,Upper Taylor,CO,38.99071,-106.74504,3264.4
1005,1005:CO:SNTL,Ute Creek,CO,37.6148,-105.37322,3267.5
842,842:CO:SNTL,Vail Mountain,CO,39.61765,-106.38019,3136.4
843,843:CO:SNTL,Vallecito,CO,37.48524,-107.50748,3273.6
1188,1188:CO:SNTL,Wager Gulch,CO,37.88248,-107.36428,3386.3
1160,1160:CO:SNTL,Weminuche Creek,CO,37.51968,-107.32139,3270.5
857,857:CO:SNTL,Whiskey Ck,CO,37.21423,-105.12262,3127.2
1042,1042:CO:SNTL,Wild Basin,CO,40.201,-105.6025,2868.2
869,869:CO:SNTL,Willow Creek Pass,CO,40.34734,-106.0952,2901.7
870,870:CO:SNTL,Willow Park,CO,40.43397,-105.73588,3264.4
874,874:CO:SNTL,Wolf Creek Summit,CO,37.47903,-106.80234,3331.5
1033,1033:CO:SNTL,Zirkel,CO,40.79492,-106.59544,2840.7
306,306:ID:SNTL,Atlanta Summit,ID,43.7569,-115.23907,2307.3
312,312:ID:SNTL,Banner Summit,ID,44.30342,-115.23447,2145.8
319,319:ID:SNTL,Bear Basin,ID,44.95222,-116.14293,1630.7
320,320:ID:SNTL,Bear Canyon,ID,43.74367,-113.93797,2414.0
323,323:ID:SNTL,Bear Mountain,ID,48.30583,-116.07444,1664.2
324,324:ID:SNTL,Bear Saddle,ID,44.60533,-116.98097,1880.6
338,338:ID:SNTL,Big Creek Summit,ID,44.62621,-115.79561,1996.4
978,978:ID:SNTL,Bogus Basin,ID,43.76377,-116.09685,1941.6
359,359:ID:SNTL,Bostetter R.S.,ID,42.16442,-114.19272,2295.1
370,370:ID:SNTL,Brundage Reservoir,ID,45.04315,-116.13253,1914.1
382,382:ID:SNTL,Camas Creek Divide,ID,43.26548,-115.3453,1743.5
895,895:ID:SNTL,Chocolate Gulch,ID,43.7685,-114.41812,1923.3
411,411:ID:SNTL,Cool Creek,ID,46.76361,-115.29528,1926.3
1306,1306:ID:SNTL,Couch Summit,ID,43.51762,-114.80214,2066.5
423,423:ID:SNTL,Cozy Cove,ID,44.28846,-115.65508,1649.0
424,424:ID:SNTL,Crab Creek,ID,44.437,-111.99384,2094.0
425,425:ID:SNTL,Crater Meadows,ID,46.56394,-115.28903,1816.6
439,439:ID:SNTL,Deadwood Summit,ID,44.54492,-115.56386,2130.6
450,450:ID:SNTL,Dollarhide Summit,ID,43.6025,-114.67417,2557.3
466,466:ID:SNTL,Elk Butte,ID,46.83998,-116.12233,1731.3
471,471:ID:SNTL,Emigrant Summit,ID,42.36055,-111.56085,2252.5
1305,1305:ID:SNTL,Fish Ck,ID,43.55545,-113.71931,1944.6
484,484:ID:SNTL,Franklin Basin,ID,42.0505,-111.6012,2481.1
489,489:ID:SNTL,Galena,ID,43.87722,-114.6725,2276.9
490,490:ID:SNTL,Galena Summit,ID,43.87497,-114.71363,2679.2
492,492:ID:SNTL,Garfield R.S.,ID,43.6104,-113.9308,2005.6
493,493:ID:SNTL,Giveout,ID,42.4132,-111.1663,2115.3
496,496:ID:SNTL,Graham Guard Sta.,ID,43.9538,-115.27387,1734.3
520,520:ID:SNTL,Hemlock Butte,ID,46.48111,-115.63361,1767.8
988,988:ID:SNTL,Hidden Lake,ID,48.89368,-116.75743,1524.0
524,524:ID:SNTL,Hilts Creek,ID,44.01896,-113.47242,2465.8
534,534:ID:SNTL,Howell Canyon,ID,42.32029,-113.61587,2441.4
535,535:ID:SNTL,Humboldt Gulch,ID,47.53178,-115.77643,1298.4
537,537:ID:SNTL,Hyndman,ID,43.71077,-114.15894,2313.4
546,546:ID:SNTL,Island Park,ID,44.4203,-111.38512,1920.2
550,550:ID:SNTL,Jackson Peak,ID,44.05092,-115.44322,2151.9
588,588:ID:SNTL,Lolo Pass,ID,46.63448,-114.58072,1609.3
1016,1016:ID:SNTL,Long Valley,ID,44.78835,-116.08878,1490.5
594,594:ID:SNTL,Lookout,ID,47.45749,-115.70457,1578.9
600,600:ID:SNTL,Lost Lake,ID,47.0809,-115.9604,1856.2
601,601:ID:SNTL,Lost-Wood Divide,ID,43.82441,-114.26404,2398.8
610,610:ID:SNTL,Magic Mountain,ID,42.18071,-114.28665,2115.3
620,620:ID:SNTL,Meadow Lake,ID,44.43655,-113.31815,2801.1
623,623:ID:SNTL,Mica Creek,ID,47.15045,-116.26643,1365.5
627,627:ID:SNTL,Mill Creek Summit,ID,44.47212,-114.48992,2676.1
636,636:ID:SNTL,Moonshine,ID,44.41478,-113.39814,2283.0
638,638:ID:SNTL,Moose Creek,ID,45.67008,-113.95315,1880.6
637,637:ID:SNTL,Mores Creek Summit,ID,43.932,-115.66588,1856.2
639,639:ID:SNTL,Morgan Creek,ID,44.84237,-114.26871,2322.6
989,989:ID:SNTL,Moscow Mountain,ID,46.805,-116.8535,1432.6
645,645:ID:SNTL,Mosquito Ridge,ID,48.05726,-116.23055,1606.3
650,650:ID:SNTL,Mountain Meadows,ID,45.69694,-115.22972,1932.4
654,654:ID:SNTL,Mud Flat,ID,42.6004,-116.55925,1752.6
1053,1053:ID:SNTL,Myrtle Creek,ID,48.72263,-116.46312,1079.0
677,677:ID:SNTL,Oxford Spring,ID,42.26024,-112.12523,2069.6
1299,1299:ID:SNTL,Pebble Creek,ID,42.7674,-112.10648,1987.3
1142,1142:ID:SNTL,Pierce R.S.,ID,46.49597,-115.7957,938.8
695,695:ID:SNTL,Pine Creek Pass,ID,43.56998,-111.21157,2045.2
704,704:ID:SNTL,Prairie,ID,43.50513,-115.573,1463.0
782,782:ID:SNTL,Puhi Flat,ID,44.77091,-116.24805,1902.0
1081,1081:ID:SNTL,Ragged Mountain,ID,47.85583,-117.03667,1283.2
2029,2029:ID:SNTL,Reynolds Creek,ID,43.28863,-116.8431,1703.8
735,735:ID:SNTL,Savage Pass,ID,46.46633,-114.63333,1880.6
915,915:ID:SNTL,Schwartz Lake,ID,44.84618,-113.83732,2627.4
738,738:ID:SNTL,Schweitzer Basin,ID,48.37428,-116.63917,1856.2
740,740:ID:SNTL,Secesh Summit,ID,45.18848,-115.97152,1990.3
741,741:ID:SNTL,Sedgwick Peak,ID,42.52463,-111.95632,2377.4
747,747:ID:SNTL,Shanghi Summit,ID,46.56603,-115.74216,1399.0
749,749:ID:SNTL,Sheep Mtn.,ID,43.2103,-111.68792,2020.8
752,752:ID:SNTL,Sherwin,ID,46.95028,-116.33972,972.3
761,761:ID:SNTL,Slug Creek Divide,ID,42.56248,-111.29797,2206.8
926,926:ID:SNTL,Smiley Mountain,ID,43.72718,-113.83402,2907.8
769,769:ID:SNTL,Soldier R.S.,ID,43.48407,-114.82692,1761.7
770,770:ID:SNTL,Somsen Ranch,ID,42.95275,-111.35933,2081.8
774,774:ID:SNTL,South Mtn.,ID,42.76476,-116.90029,2026.9
792,792:ID:SNTL,Stickney Mill,ID,43.86117,-114.20902,2267.7
803,803:ID:SNTL,Sunset,ID,47.55545,-115.82422,1697.7
805,805:ID:SNTL,Swede Peak,ID,43.626,-113.96887,2328.7
830,830:ID:SNTL,Trinity Mtn.,ID,43.62903,-115.43818,2374.4
979,979:ID:SNTL,Van Wyck,ID,44.37665,-116.3366,1511.8
845,845:ID:SNTL,Vienna Mine,ID,43.79942,-114.85273,2721.9
855,855:ID:SNTL,West Branch,ID,45.0722,-116.45413,1703.8
860,860:ID:SNTL,White Elephant,ID,44.53267,-111.41085,2337.8
867,867:ID:SNTL,Wildhorse Divide,ID,42.75743,-112.47783,1975.1
871,871:ID:SNTL,Wilson Creek,ID,42.01257,-115.00278,2167.1
916,916:MT:SNTL,Albro Lake,MT,45.59723,-111.95902,2590.8
307,307:MT:SNTL,Badger Pass,MT,48.13091,-113.02311,2094.0
311,311:MT:SNTL,Banfield Mountain,MT,48.5712,-115.44573,1700.8
313,313:MT:SNTL,Barker Lakes,MT,46.09713,-113.13038,2514.6
315,315:MT:SNTL,Basin Creek,MT,45.79737,-112.52047,2170.2
1190,1190:MT:SNTL,Bassoo Peak,MT,47.85562,-114.75841,1563.6
318,318:MT:SNTL,Beagle Springs,MT,44.47147,-112.98191,2706.6
328,328:MT:SNTL,Beaver Creek,MT,44.94966,-111.35852,2383.5
346,346:MT:SNTL,Bisson Creek,MT,47.68386,-113.99895,1487.4
347,347:MT:SNTL,Black Bear,MT,44.50832,-111.12803,2487.2
349,349:MT:SNTL,Black Pine,MT,46.414,-113.43095,2185.4
1144,1144:MT:SNTL,Blacktail Mtn,MT,47.98317,-114.35443,1725.2
355,355:MT:SNTL,Bloody Dick,MT,45.16507,-113.50099,2307.3
360,360:MT:SNTL,Boulder Mountain,MT,46.5596,-111.28973,2404.9
363,363:MT:SNTL,Box Canyon,MT,45.27178,-110.24899,2048.3
365,365:MT:SNTL,Brackett Creek,MT,45.89107,-110.93851,2246.4
981,981:MT:SNTL,Burnt Mtn,MT,45.2401,-109.45961,1804.4
381,381:MT:SNTL,Calvert Creek,MT,45.8838,-113.32553,1953.8
385,385:MT:SNTL,Carrot Basin,MT,44.96192,-111.29403,2804.2
1312,1312:MT:SNTL,Chicago Ridge,MT,48.06224,-115.69748,1737.4
403,403:MT:SNTL,Clover Meadow,MT,45.01788,-111.8456,2673.1
407,407:MT:SNTL,Cole Creek,MT,45.19405,-109.34548,2411.0
410,410:MT:SNTL,Combination,MT,46.46523,-113.39358,1713.0
413,413:MT:SNTL,Copper Bottom,MT,47.05678,-112.595,1585.0
414,414:MT:SNTL,Copper Camp,MT,47.08158,-112.72955,2127.5
427,427:MT:SNTL,Crystal Lake,MT,46.78936,-109.51202,1868.4
919,919:MT:SNTL,Daisy Peak,MT,46.66858,-110.33022,2313.4
433,433:MT:SNTL,Daly Creek,MT,46.18367,-113.8533,1761.7
436,436:MT:SNTL,Darkhorse Lake,MT,45.17368,-113.5846,2721.9
437,437:MT:SNTL,Deadman Creek,MT,46.79279,-110.67545,1962.9
448,448:MT:SNTL,Divide,MT,44.79317,-112.05645,2368.3
458,458:MT:SNTL,Dupuyer Creek,MT,48.06341,-112.7573,1749.6
1105,1105:MT:SNTL,East Boulder Mine,MT,45.50381,-110.08019,1923.3
1316,1316:MT:SNTL,Elk Peak Alt,MT,46.47617,-110.72148,2383.5
469,469:MT:SNTL,Emery Creek,MT,48.43412,-113.93725,1322.8
480,480:MT:SNTL,Fisher Creek,MT,45.06235,-109.94488,2776.7
482,482:MT:SNTL,Flattop Mtn.,MT,48.80225,-113.85713,1914.1
487,487:MT:SNTL,Frohner Meadow,MT,46.43545,-112.19277,1987.3
918,918:MT:SNTL,Garver Creek,MT,48.97523,-115.81915,1295.4
500,500:MT:SNTL,Grave Creek,MT,48.91453,-114.76663,1325.9
510,510:MT:SNTL,Hand Creek,MT,48.30754,-114.84075,1533.1
516,516:MT:SNTL,Hawkins Lake,MT,48.9724,-115.95344,1969.0
530,530:MT:SNTL,Hoodoo Basin,MT,46.97511,-115.03486,1847.1
1287,1287:MT:SNTL,JL Meadow,MT,44.77665,-113.12217,2667.0
562,562:MT:SNTL,Kraft Creek,MT,47.42749,-113.77515,1453.9
568,568:MT:SNTL,Lakeview Ridge,MT,44.58907,-111.82498,2237.2
576,576:MT:SNTL,Lemhi Ridge,MT,44.9938,-113.44399,2462.8
578,578:MT:SNTL,Lick Creek,MT,45.5041,-110.96625,2097.0
590,590:MT:SNTL,Lone Mountain,MT,45.27412,-111.42692,2688.3
603,603:MT:SNTL,Lower Twin,MT,45.50871,-111.92288,2414.0
604,604:MT:SNTL,Lubrecht Flume,MT,46.88293,-113.32228,1429.5
609,609:MT:SNTL,Madison Plateau,MT,44.58623,-111.11627,2350.0
613,613:MT:SNTL,Many Glacier,MT,48.79698,-113.6705,1502.7
1322,1322:MT:SNTL,Mill Creek,MT,45.263,-110.40501,2261.6
635,635:MT:SNTL,Monument Peak,MT,45.21759,-110.237,2664.0
646,646:MT:SNTL,Moss Peak,MT,47.68497,-113.96239,2060.4
649,649:MT:SNTL,Mount Lockhart,MT,47.91727,-112.8238,1959.9
656,656:MT:SNTL,Mule Creek,MT,45.40957,-112.95927,2529.8
657,657:MT:SNTL,N Fk Elk Creek,MT,46.8716,-113.27725,1883.7
903,903:MT:SNTL,Nevada Ridge,MT,46.84234,-112.50787,2142.7
662,662:MT:SNTL,Nez Perce Camp,MT,45.73107,-114.48075,1728.2
664,664:MT:SNTL,Noisy Basin,MT,48.15668,-113.9463,1850.1
667,667:MT:SNTL,North Fork Jocko,MT,47.27258,-113.75631,1862.3
670,670:MT:SNTL,Northeast Entrance,MT,45.00568,-110.01411,2261.6
1008,1008:MT:SNTL,Onion Park,MT,46.91348,-110.8536,2261.6
930,930:MT:SNTL,Peterson Meadows,MT,46.12588,-113.30792,2191.5
690,690:MT:SNTL,Pickfoot Creek,MT,46.57969,-111.26812,2036.1
693,693:MT:SNTL,Pike Creek,MT,48.30305,-113.32868,1807.5
696,696:MT:SNTL,Placer Basin,MT,45.41905,-110.08844,2679.2
932,932:MT:SNTL,Poorman Creek,MT,48.12632,-115.6234,1539.2
700,700:MT:SNTL,Porcupine,MT,46.11192,-110.4696,1975.1
722,722:MT:SNTL,Rocker Peak,MT,46.35613,-112.26176,2426.2
917,917:MT:SNTL,Rocky Boy,MT,48.17478,-109.64728,1441.7
725,725:MT:SNTL,S Fork Shields,MT,46.08963,-110.43367,2465.8
929,929:MT:SNTL,Sacajawea,MT,45.87395,-110.92783,2014.7
727,727:MT:SNTL,Saddle Mtn.,MT,45.69259,-113.96828,2404.9
753,753:MT:SNTL,Short Creek,MT,44.97572,-111.95215,2130.6
754,754:MT:SNTL,Shower Falls,MT,45.40125,-110.95758,2456.7
760,760:MT:SNTL,Skalkaho Summit,MT,46.24212,-113.7725,2212.8
1286,1286:MT:SNTL,Slagamelt Lakes,MT,45.36526,-113.71834,2621.3
783,783:MT:SNTL,Sleeping Woman,MT,47.17902,-114.33371,1865.4
781,781:MT:SNTL,Spur Park,MT,46.77962,-110.62165,2462.8
787,787:MT:SNTL,Stahl Peak,MT,48.90902,-114.86298,1841.0
1009,1009:MT:SNTL,Stringer Creek,MT,46.9269,-110.90198,1996.4
1311,1311:MT:SNTL,Stryker Basin,MT,48.68005,-114.66365,1889.8
901,901:MT:SNTL,Stuart Mountain,MT,46.99521,-113.92667,2215.9
813,813:MT:SNTL,Tepee Creek,MT,44.78562,-111.71,2423.2
893,893:MT:SNTL,Tizer Basin,MT,46.34937,-111.85308,2097.0
835,835:MT:SNTL,Twelvemile Creek,MT,46.14287,-114.44755,1685.5
836,836:MT:SNTL,Twin Lakes,MT,46.1438,-114.5056,1944.6
847,847:MT:SNTL,Waldron,MT,47.91998,-112.79087,1719.1
850,850:MT:SNTL,Warm Springs,MT,46.27368,-113.164,2389.6
924,924:MT:SNTL,West Yellowstone,MT,44.65866,-111.09199,2036.1
858,858:MT:SNTL,Whiskey Creek,MT,44.61088,-111.14998,2069.6
862,862:MT:SNTL,White Mill,MT,45.04575,-109.90987,2660.9
876,876:MT:SNTL,Wood Creek,MT,47.44847,-112.81428,1819.7
316,316:NM:SNTL,Bateman,NM,36.51174,-106.31543,2813.3
394,394:NM:SNTL,Chamita,NM,36.95606,-106.65723,2548.1
921,921:NM:SNTL,Elk Cabin,NM,35.7073,-105.80584,2505.5
486,486:NM:SNTL,Frisco Divide,NM,33.73687,-108.94327,2441.4
491,491:NM:SNTL,Gallegos Peak,NM,36.19418,-105.55742,2883.4
1173,1173:NM:SNTL,Garita Peak,NM,36.00469,-106.54805,3078.5
532,532:NM:SNTL,Hopewell,NM,36.71632,-106.2637,3072.4
595,595:NM:SNTL,Lookout Mountain,NM,33.36089,-107.83203,2590.8
1048,1048:NM:SNTL,Mcknight Cabin,NM,33.00796,-107.86982,2813.3
1138,1138:NM:SNTL,Navajo Whiskey Ck,NM,36.17716,-108.94556,2758.4
665,665:NM:SNTL,North Costilla,NM,36.99396,-105.25988,3221.7
1170,1170:NM:SNTL,Palo,NM,36.40869,-105.33038,2843.8
708,708:NM:SNTL,Quemazon,NM,35.92195,-106.39179,2895.6
715,715:NM:SNTL,Red River Pass #2,NM,36.69935,-105.34145,2999.2
933,933:NM:SNTL,Rice Park,NM,35.23658,-108.27404,2584.7
1254,1254:NM:SNTL,Rio Santa Barbara,NM,36.07196,-105.62949,3243.1
1172,1172:NM:SNTL,San Antonio Sink,NM,36.85967,-106.22657,2779.8
922,922:NM:SNTL,Santa Fe,NM,35.77154,-105.78487,3499.1
744,744:NM:SNTL,Senorita Divide #2,NM,36.00152,-106.83408,2609.1
1169,1169:NM:SNTL,Shuree,NM,36.78765,-105.2392,3069.3
1034,1034:NM:SNTL,Sierra Blanca,NM,33.40682,-105.79467,3124.2
755,755:NM:SNTL,Signal Peak,NM,32.92342,-108.14546,2557.3
757,757:NM:SNTL,Silver Creek Divide,NM,33.3696,-108.70711,2767.6
1168,1168:NM:SNTL,Taos Powderhorn,NM,36.58195,-105.45617,3358.9
1307,1307:NM:SNTL,Taos Pueblo,NM,36.54099,-105.35944,3349.8
934,934:NM:SNTL,Tolby,NM,36.47498,-105.19534,3112.0
1083,1083:NM:SNTL,Tres Ritos,NM,36.1279,-105.52706,2664.0
1017,1017:NM:SNTL,Vacas Locas,NM,36.02653,-106.81361,2849.9
854,854:NM:SNTL,Wesner Springs,NM,35.77584,-105.54337,3386.3
321,321:NV:SNTL,Bear Creek,NV,41.83391,-115.45278,2465.8
334,334:NV:SNTL,Berry Creek,NV,39.31917,-114.62278,2849.9
336,336:NV:SNTL,Big Bend,NV,41.76168,-115.6931,2100.1
337,337:NV:SNTL,Big Creek Sum,NV,39.29148,-117.11506,2654.8
340,340:NV:SNTL,Big Meadow,NV,39.455,-119.9422,2511.6
1155,1155:NV:SNTL,Bird Creek,NV,39.46138,-114.64863,2295.1
1111,1111:NV:SNTL,Bristlecone Trail,NV,36.31575,-115.69543,2712.7
373,373:NV:SNTL,Buckskin Lower,NV,41.75067,-117.53182,2109.2
1152,1152:NV:SNTL,Cave Mountain,NV,39.16337,-114.6133,3224.8
1204,1204:NV:SNTL,Columbia Basin,NV,41.67167,-116.07033,1978.2
1209,1209:NV:SNTL,Corduroy Flat,NV,38.99651,-115.42478,2633.5
417,417:NV:SNTL,Corral Canyon,NV,40.27551,-115.54017,2572.5
1210,1210:NV:SNTL,Defiance Mines,NV,39.08527,-114.89977,2837.7
443,443:NV:SNTL,Diamond Peak,NV,39.56361,-115.84421,2447.5
445,445:NV:SNTL,Disaster Peak,NV,41.96737,-118.18934,1908.0
453,453:NV:SNTL,Dorsey Basin,NV,40.89343,-115.21104,2407.9
454,454:NV:SNTL,Draw Creek,NV,41.661,-115.3234,2225.0
1243,1243:NV:SNTL,Dry Creek,NV,40.8638,-115.22014,1996.4
476,476:NV:SNTL,Fawn Creek,NV,41.82098,-116.10153,2145.8
1262,1262:NV:SNTL,Fry Canyon,NV,41.58008,-115.9364,2069.6
